CD_CIRURGIA,DS_CIRURGIA,Codigo Tabela AMB,SN_ATIVO
1288,TRATAMENTO CIRUR POLIDACTILIA NAO ARTICU,30722586,N
581,POLIDACTILIA NAO-ARTICULADA - TRAT CIRURGICO,30722586,S
471,PROTESE (IMPLANTE) PARA OSSOS DO CARPO,30722594,S
469,PSEUDOARTROSE C/PERDA SUBST METACARPIANO,30722608,S
470,PSEUDOARTROSE DO ESCAFOIDE - TRAT CIRURGICO,30722616,S
727,PSEUDOARTROSE OSSOS DA MAO - TRAT CIRURGICO,30722624,S
796,RECONST POLEGAR C/ RETALH ILHADO OSTEOC,30722659,S
367,RECONST POLEGAR,30722659,S
554,POR CADA DEDO ADICIONAL REIMPLANTADO ACR,30722667,N
553,REIMPL DOIS DEDOS DA MAO,30722667,S
586,REIMPL DOIS DEDOS DA MAO,30722667,N
594,REIMPL MEM SUP TRANSMETACARPIANO,30722675,S
588,REIMPL MEM SUP NIVEL TRANSMETACARPIA,30722675,S
551,REIMPL POLEGAR,30722683,S
585,REIMPL POLEGAR,30722683,N
1081,REPACAO CUTANE C/ RETAL ILHADO ANTEB INV,30722691,S
472,RESSECCAO 1A FILEIRA DOS OSSOS DO CARPO,30722705,S
1070,CISTO DE BAKER OU POPLITEO - RESSECCAO,30722713,S
1188,RETRACAO CICATRICIAL MAIS DE 1 DEDO S/COMP TENDINOSO,30722721,S
851,RETRACAO CICATRICIAL MAIS DE 1 DEDO C/COMP TENDINOSO,30722721,S
1198,RETRACAO CICATRICIAL DEDO S/ COMPR TENDI,30722721,N
1187,RETRACAO CICATRICIAL 1 DEDO MAO S/COMPROMETIMENTO TENDINOSO,30722730,S
2070,RETRACAO CICATRICIAL DEDO PE C/COMPROM TENDINOSO - TRAT CIRURGICO,30722748,S
1189,RETRACAO CICATRICIAL DEDO MAO C/COMPR TENDINOSO - TRAT CIRURGICO,30722748,S
1931,REVASCULARIZACAO POLEGAR/OUTRO DEDO,30722756,N
552,POR CADA DEDO ADICIONAL REVASCULARIZADO,30722756,S
587,REVASCULARIZACAO POLEGAR/OUTRO DEDO,30722756,S
768,ROTURA APAREL EXTENSOR DEDO TR CIRUR,30722772,S
767,ROTURAS LIGAMENTARES DA MAO TR CIRUR,30722772,S
1988,SEQUESTRECTOMIAS,30722780,S
1289,TRATAMENTO CIRUR SINDACTILIA (ESP INTERD,30722799,N
854,SINDACTILIA DA MAO (2 DIGITOS),30722799,N
583,SINDACTILIA DE 2 DIGITOS - TRAT CIRURGICO,30722799,S
1290,TRATAMENTO CIRUR SINDACTILIA MULT (2 ESP,30722802,S
855,SINDACTILIA DA MAO (3 DIGITOS),30722802,N
584,SINDACTILIA MULTIPLA - TRAT CIRURGICO,30722802,S
853,SINOVECTOMIA MAO (1 ARTICULACAO),30722810,N
319,SINOVECTOMIA DA MAO - 1 ARTICULACAO,30722810,S
852,SINOVECTOMIA DA MAO (VARIAS ARTICUL),30722829,S
172,SINOVECTOMIA DA MAO (MULTIPLAS),30722829,S
1958,TRANSPOSICAO DE DEDO,30722845,S
1080,SINDACTILIA MULTIPLA C/EMPREGO DE EXPANSOR - TRAT CIRURGICO,30722861,S
1583,BIOPSIA CIRURGICA NIVEL DA PELVE,30723019,S
1584,DESARTICULACAO INTER-ILIO ABDOMINAL,30723027,S
1666,FRATURA/LUXACAO C/ FIXADOR EXTERNO - TRAT CRUENTO,30723043,S
1059,LUXACAO PELVE - REDUCAO INCRUENTA,30723060,S
1002,FRATURA/ DISJUNCAO DA PELVE - RED INCRUENTA,30723060,S
1697,FRATURA/LUXACAO ANEL PELVICO - TRAT CRUENTO,30723051,S
1058,LUXACAO DA PELVE - REDUCAO CIRURGICA,30723051,S
1057,FRATURA/DISJUNCAO PELVE - RED CIRURGICA,30723051,S
1061,OSTEOMIELITE PELVE - TRAT CIRURGICO,30723078,S
1582,ARTRODESE SACRO-ILIACA,30723086,S
1060,OSTEOTOMIA AO NIVEL DA PELVE,30723086,S
842,ARTRITE SEPTICA QUADRIL - TRAT CIRURGICO,30724015,S
2092,ARTRODESE COXO - FEMORAL,30724031,S
1262,ARTROSE COXO-FEMORAL TR CIRUR P/OSTEOTOM,30724031,S
1062,ARTROPLASTIA TOTAL - COXO-FEMORAL,30724058,S
2482,ARTROPLASTIA DE QUADRIL (N�O CONVENCIONAL),30724074,S
2056,RESSECCAO BOLSA SINOVIAL DO OLECRANIO,30724074,S
2473,EXTRACAO DENTARIA,40501132,S
1959,ARTROPLASTIA PARCIAL COXO-FEMORAL,30724082,S
769,ARTROTOMIA COXO-FEMORAL,30724104,S
1050,BIOPSIA CIRURGICA COXO-FEMORAL,30724112,S
1051,DESARTICULACAO COXO-FEMORAL,30724120,N
169,DESARTICULACAO COXO-FEMORAL,30724120,S
1052,FRATURA DO ACETABULO - REDUCAO INCRUENTA,30724163,S
1496,FRATURA ACETABULO - TRAT CIRURGICO C/ + 1 ACESSO,30724155,S
1053,FRATURA ACETABULO - TRAT CIRURGICO C/UNICO ACESSO,30724155,S
843,FRATURA/ LUXACAO COXO-FEMORAL - RED INCRUENTA,30724171,S
1581,FRATURA/LUXACAO COXO-FEMORAL - TRAT CIRURGICO,30724180,S
840,LUXACAO CONGENITA COXO-FEMORAL - RED CIRURGICA C/OSTEOTOMIA,30724198,S
2091,LUXACAO CONGENITA COXO-FEMORAL - RED CIRURGICA SIMPLES,30724201,S
3125,DESCOMPRESSAO DE QUADRIL,30724210,S
841,LUXACAO CONGENITA COXO-FEMORAL - RED INCRUENTA,30724210,S
1538,NECROSE ASSEPTICA CABECA FEMORAL- TRAT CIRURGICO,30724287,S
1536,ALONGAMENTO FEMUR,30725020,S
168,AMPUTACAO NIVEL DE COXA,30725038,S
1535,AMPUTACAO NIVEL DA COXA,30725038,N
1534,BIOPSIA CIRURGICA FEMUR,30725046,S
1699,DESCOLAMENTO EPIFISARIO/TRAUMA/ - TRAT CRUENTO,30725062,S
1475,DESCOLAMENTO EPEFISARIO FEMORAL - TRAT CIRURGICO,30725070,S
1533,ENCURTAMENTO DO FEMUR,30725089,S
1476,EPIFISIODESE DO FEMUR (POR SEGMENTO),30725097,S
2095,FRATURAS DO FEMUR - REDUCAO INCRUENTA,30725119,S
1477,FRATURA FEMUR - TRAT CIRURGICO,30725127,S
1700,"FRATURA, PSEUDARTROSE,CORRECAO DE DEFORMIDADES AL C/FI",30725135,S
1494,OSTEOMIELITE FEMUR - TRAT CIRURGICO,30725143,S
1348,PSEUDOARTROSE FEMUR - TRAT CIRURGICO,30725151,S
1495,OSTEOTOMIA DO FEMUR COM OU SEM FIXACAO,30725151,S
1354,ARTRITE SEPTICA JOELHO - TRA CIRURGICO,30726018,S
1349,ARTRODESE JOELHO,30726026,S
1351,ARTROPLASTIA JOELHO COM IMPLANTE,30726034,S
1350,ARTROTOMIA JOELHO,30726042,S
1403,BIOPSIA CIRURGICA JOELHO,30726050,S
1071,DESARTICULACAO DO JOELHO,30726069,S
1705,EPIFISITES E TENDINITES - TRAT CIRURGICO,30726077,S
1404,FRATURA DA PATELA - TRAT CIRURGICO,30726107,S
839,LUXACAO RECIDIVANTE PATELA - TRAT CIRURGICO,30726107,S
2079,LUXACAO JOELHO - REDUCAO INCRUENTA,30726093,S
1667,FRATURA/ LUXACAO PATELA - TRAT CRUENTO,30726093,S
1117,FRATURAS JOELHO - REDUCAO INCRUENTA,30726093,S
838,LUXACAO JOELHO - TRAT CIRURGICO,30726123,S
1116,FRATURA JOELHO - TRAT CIRURGICO,30726123,S
3207,LIGAMENTO COLATERAL M�DIO,30726131,S
2495,LESAO DE TENDAO DA MAO,30726131,S
1405,LESAO AGUDA LIGAMENTO COLATERAL ASSOCIADA A CRUZADO POSTERIOR,30726131,S
1859,ABLACAO PROSTATICA A LASER,31201016,S
2331,ABSCESSO PROSTATA -  DRENAGEM,31201024,S
2332,BIOPSIA PROSTATA E VESICULA,31201040,S
1860,ELETROVAPORIZACAO DE PROSTATA,31201059,S
1509,HEMORRAGIA DA LOJA PROSTATICA,31201067,S
1510,HEMORRAGIA LOJA PROSTATICA HEMOSTAS ENDO,31201075,S
2035,HIPERTROFIA PROSTATICA IMPLANTE PROTES,31201091,S
1508,HIPERTROFIA PROSTATICA TRAT P/DILATACAO,31201105,S
2645,PROSTATOVESICULECTOMIA RADICAL EM ONCOLOGIA,31201113,S
2337,PROSTATA-VESICULECTOMIA RADICAL,31201113,S
2644,PROSTATECTOMIA EM ONCOLOGIA,31201121,S
2098,PROSTATECTOMIA A CEU ABERTO,31201121,S
2338,RESSECCAO ENDOSCOPICA DA PROSTATA,31201130,S
1344,ELEFANTIASE PENO-ESCROTAL - TRAT CIRURGICO,31202039,S
863,RECONST BOLSA ESCROTAL C/ RETAL INGUINAL  PEDICULADO,31202063,S
2340,PLASTICA-BOLSA ESCROTAL,31202063,S
864,RECONST BOLSA ESCROTAL C/ RETALHO INGUINAL PEDICULADO,31202063,N
2341,RESSECCAO PARC - BOLSA ESCROTAL,31202071,S
1192,AUTOTRANSPLANTE DE UM TESTICULO,31203019,S
2099,BIOPSIA TESTICULO - UNILATERAL,31203027,S
2342,BIOPSIA UNILATERAL-TESTICULO,31203027,N
1861,VARICOCELECTOMIA LAPAROSCOPICA UNILATERAL,31203159,S
1359,ESCROTO AGUDO - TRAT CIRURGICO,31203035,S
660,HIDROCELE BILATERAL - CORRECAO CIRURGICA,31203043,S
659,HIDROCELE UNILATERAL - CORRECAO CIRURGICA,31203043,S
1363,IMPLANTE DE PROTESE TESTICULO - UNILATERAL,31203051,S
2303,ORQUIDOPEXIA BILATERAL,31203060,S
2302,ORQUIDOPEXIA UNILATERAL,31203060,S
1863,ORQUIECTOMIA LAPAROSCOPICA UNILATERAL,31203140,S
2639,ORQUIECTOMIA UNILATERAL EM ONCOLOGIA,31203078,S
2301,ORQUIECTOMIA BILATERAL,31203078,S
2299,ORQUIECTOMIA UNILATERAL,31203078,S
782,TRAUMA EM TESTICULO - REPARACAO PLASTICA,31203094,S
661,TORCAO DE TESTICULO-CURA CIRURGICA,31203108,S
2255,TUMOR MALIGNO TESTICULO CRIANCA,31203116,N
2254,TUMOR TESTICULOS - RESSECCAO,31203116,S
1375,VARICOCELE UNILATERAL-CORRECAO CIRURGICA,31203124,S
1347,MENISCECTOMIA DUPLA,30726140,S
1401,MENISCECTOMIA SIMPLES,30726140,S
837,LESAO AGUDA COMPLEXA JOELHO - TRAT CIRURGICO,30726158,S
1399,OSTEOCONDRITE - TRAT CIRURGICO,30726166,S
1701,LESAO INTRINSECA JOELHO - TRAT CRUENTO,30726166,S
2094,LESAO AGUDA LIGAMENTAR JOELHO - TRAT CIRURGICO,30726182,S
1723,LESAO LIGAMENTAR PERIFERICA CRONICA - TRAT CRUENTO,30726190,S
1118,INSTABILIDADE CRONICA JOELHO - TRAT CIRURGICO,30726190,S
1722,LIBERACAO LATERAL E FACECTOMIA - TRAT CRUENTO,30726204,S
1406,MENISCORRAFIA,30726212,S
1724,OSTEOTOMIA DO JOELHO EXTENSOR - TRAT CRUENTO,30726220,S
1725,REALINHAMENTO APARELHO EXTENSOR TR CRUENTO,30726239,S
1727,RECONSTRUCAO INTRA-ARTICULAR TR CRUENTO,30726247,S
1730,REVISAO ARTROPLASTIA TOTAL - TRAT CRUENTO,30726255,S
1729,REVISAO/ REALINHAMENTO APARELHO EXTENSOR - TRAT CRUENTO,30726263,S
1119,TOALETE CIRURGICA DO JOELHO,30726280,S
1539,JOELHO FLEXO - TRAT CIRURGICO,30726280,S
1726,TRANSPLANTE HOMOLOGOS JOELHO TR CRUENTO,30726298,S
1069,CONTRATURA EM FLEXAO JOELHO MANIP P/CORR,30726301,S
1668,ALONGAMENTO C/ FIXADOR DINAMICO TR CRUEN,30727022,S
1255,ALONGAMENTO OSSOS DA PERNA,30727030,S
1407,AMPUTACAO PERNA,30727049,S
167,AMPUTACAO NIVEL DE PERNA,30727049,S
1254,BIOPSIA CIRURGICA OSSO DA PERNA,30727057,S
1669,DEFORMIDADE CONGENICA NA PERNA - CORRECAO C/FIXADOR,30727073,S
542,ENCURTAMENTO DOS OSSOS DA PERNA,30727081,S
1981,EPIFISIODESE DA TIBIA,30727090,S
2934,FRATURA DE OSSO DA PERNA - TRATAMENTO CONSERVADOR,30727103,S
1445,DESCOLAMENTO EPIFISARIO TIBIA - RED INCRUENTA,30727120,S
2236,FRATURA FIBULA - TRATAMENTO CRUENTO,30727111,S
478,DESCOLAMENTO EPIFISARIO TIBIA - TRAT CIRURGICO,30727111,S
3171,PLANALTO TIBIAL TRATAMENTO CIRURGICO,30727138,S
1398,FRATURA TIBIA ASSOCIADA OU NAO FIBULA C/ DESLOCAMENTO,30727138,S
2450,FRATURA TIBIAL,30727146,S
514,FRATURA TIBIA ASSOCIADA OU NAO FIBULA - RED INCRUENTA,30727146,S
1256,OSTEOMIELITE OSSOS DA PERNA - TRAT CIRURGICO,30727154,S
1346,PSEUDOARTROSE TIBIA - TRAT CIRURGICO,30727162,S
515,OSTEOTOMIA DOS OSSOS DA PERNA,30727162,S
2103,TRANSPOSICAO DA FIBULA PARA TIBIA,30727170,S
1095,AMPUTACAO NIVEL DO TORNOZELO,30728010,S
1679,ARTRITE OU OSTEOARTRITE - TRAT CRUENTO,30728029,S
2074,ARTRODESE TIBIO-TERSICO/TIBIO-PERON INFE,30728045,S
1097,ARTROPLASTIA TORNOZELO COM IMPLANTE,30728053,S
1096,ATRORRISE DO TORNOZELO,30728061,S
1098,ARTROTOMIA TORNOZELO,30728070,S
2026,BIOPSIA CIRURGICA TORNOZELO,30728088,S
1101,FRATURA/LUXACAO TORNOZELO - RED INCRUENTA,30728118,S
1280,FRATURA/LUXACAO TORNOZELO - TRAT CIRURGICO,30728126,S
1100,FRATURA BIMALEOLAR/TRIMALEOLAR TORNOZELO,30728126,S
1099,FRATURA UNIMALEOLAR TORNOZELO - TRAT CIRURGICO,30728126,S
1279,LESAO LIGAMENTAR TORNOZELO - TRAT CIRURGICO,30728142,S
2640,EPIDIDIMECTOMIA EM ONCOLOGIA,31204031,S
2638,EPIDIDIMECTOMIA C/ ESVAZIAMENTO GANGLIONAR EM ONCOLOGIA,31204031,S
1377,EPIDIDIMECTOMIA UNILATERAL,31204031,S
1380,EPIDIDIMOVASOPLASTIA UNILATERAL,31204040,S
1655,EPIDIDIMOVASOPLASTIA UNIL MICROCIRURGIC,31204058,S
2100,EXERESE CISTO EPIDIDIMO - UNILATERAL,31204066,S
2228,CIRURGIA ESTERILIZADORA MASCULINA,31205070,S
2223,ESPERMATOCELECTOMIA UNILATERAL,31205011,S
2224,EXPLORACAO CIRURGICA DO CANAL DEFERENTE - UNILATERAL,31205020,S
2227,VASECTOMIA UNILATERAL,31205046,S
2229,VASO-VASOSTOMIA UNILATERAL,31205054,S
2129,VASO-VASOSTOMIA COM MICROSCOPIA,31205054,S
1194,RECANALIZACAO DOS DUCTUS DEFERENTES,31205054,S
2119,AMPUTACAO PARCIAL-PENIS,31206018,S
1205,AMPUTACAO TOTAL-PENIS,31206026,S
788,DOENCA DE PYRONE - TRATAMENTO CIRURGICO,31206042,S
2364,ELETROCOAGULACAO DE LESOES CUTANEAS,31206050,S
791,EMASCULACAO - PENIS,31206069,S
1040,EPISPADIA - TRATAMENTO CIRURGICO,31206077,S
790,EPISPADIA C/ INCONTINENCIA - TRAT CIRURGICO,31206085,S
789,EPISPADIA S/ INCONTINENCIA - TRAT CIRURGICO,31206085,S
792,FRATURA DO PENIS - TRAT CIRURGICO,31206093,S
794,HISPOSPADIA - TRAT 2o TEMPO,31206107,S
793,HISPOSPADIA - TRAT 1o TEMPO,31206107,S
2143,HIPOSPADIA DISTAL - TRAT EM 1 TEMPO,31206115,S
2144,HIPOSPADIA PROXIMAL - TRAT EM 1 TEMPO,31206123,S
746,HISPOSPADIA - TRAT EM 1 SO TEMPO,31206123,S
774,HIPOSPADIA TRAT CIRURGICO EM 1 SQ TEMP,31206123,N
1984,IMPLANTE DE PROTESE,31206140,S
2090,NEOPLASTIA C/ RETALHO INGUINAL PEDICULADO C/RECONSTRUCAO,31206166,S
2270,NEOFALOPLASTIA C/ RETALHO PEDICULADO DOIS TEMPOS,31206166,S
862,NEOFAPLASTIA C/ RETALHO INGUINAL PEDICULADO,31206166,S
812,NEOFALOPLASTIA C/ RETALHO CONVENC (TUBO),31206166,S
747,INCISAO DO PREPUCIO,31206174,S
2149,PENIS CURVO CONGENITO ,31206182,S
776,PLASTICA - RETALHO CUTANEO A DISTANCIA,31206190,S
775,PLASTICA DE CORPO CAVERNOSO,31206204,S
2142,FREIO BALANO PREPUCIAL - PLASTICA,31206212,S
748,PLASTICA DO FREIO BALANO-PREPUCIAL,31206212,S
749,POSTECTOMIA,31206220,S
2117,PRIAPISMO - TRAT CIRURGICO,31206239,S
2151,RECONST TOTAL DO PENIS C/ ENXERTO,31206247,S
1391,REIMPL PENIS,31206255,S
1514,REVASCULARIZACAO PENIANA,31206263,N
1408,REVASCULARIZACAO CORPOS CAVERNOSOS,31206263,S
377,REVASCULARIZACAO ARTERIA PENIANA,31206263,S
1978,BARTOLINECTOMIA,31301010,S
2381,BIOPSIA VULVA,31301029,S
902,CLITORIDECTOMIA,31301045,S
2131,CLITORIDOPLASTIA ,31301053,S
275,EXERESE GLANDULA DE SKENE,31301070,S
2660,LINFADENECTOMIA RADICAL VULVAR EM ONCOLOGIA,31301088,S
938,PLASTICA DE PEQUENOS / GRANDES LABIOS,31301096,S
810,HIPERTROFIA PEQU LABIO CORR CIRUR,31301096,S
196,MARSUPIALIZACAO DA GLANDULA DE BARTHOLIN,31301118,S
940,VULVECTOMIA AMPLIADA COM LINFADENECTOMIA,31301126,S
941,VULVECTOMIA SIMPLES,31301134,S
2741,AMPUTACAO CONICA DE COLO DE UTERO C/ COLPECTOMIA EM ONCOLOGIA,31302025,S
125,COLPECTOMIA,31302025,S
126,COLPOCLEISE,31302033,S
127,COLPOPLASTIA ANTERIOR,31302041,S
2474,COLPOPERINEOPLASTIA POSTERIOR,31302050,S
132,COLPORRAFIA OU COLPOPERINEORRAFIA,31302068,S
1689,LESAO LIGAMENTAR AGUDA TORNOZELO - TRAT INCRUENTO,30728134,S
1688,LESAO LIGAMENTAR CRONICA TORNOZELO - TRAT CRUENTO,30728150,S
1687,OSTEOCONDRITE TORNOZELO - TRAT CRUENTO,30728169,S
1680,PSEUDARTROSE/OSTEOTOMIA - TRAT CRUENTO,30728177,S
1300,AMPUTACAO NIVEL DO PE,30729017,N
166,AMPUTACAO NIVEL DO PE,30729017,S
2765,AMPUTACAO / DESARTICULACAO DE MEMBROS SUPERIORES EM ONCOLOGIA,30729025,S
2764,AMPUTACAO/DESARTICULACAO DE MEMBROS INFERIORES EM ONCOLOGIA,30729025,S
1897,AMPUTACAO NIVEL DE MAO,30729025,S
1301,AMPUTACAO/DESARTICULACAO PODODACTILOS,30729025,N
165,AMPUTACAO/DESARTICULACAO PODODACTILOS,30729025,S
1691,ARTRITE/OSTEARTRITE OSSOS DO PE - TRAT CRUENTO,30729033,S
1302,ARTRODESE TARSO,30729041,S
543,ARTRODESE METATARSO-FALANGEANA/INTERFALA,30729050,S
574,BIOPSIA CIRURGICA OSSOS DO PE,30729068,S
2237,CORRECAO DE DEFORMIDADES DO PE C/ FIXAD EXTERNO,30729084,S
1690,DEFORMIDADE DEDOS - TRAT CIRURGICO,30729106,S
1383,FASCIOTOMIA PLANTAR,30729122,S
520,HIPERQUERATOSE PLANTAR,30729122,S
2479,TRATAMENTO CIR�RGICO DE FRATURA DO CALC�NEO,30729157,S
1384,FRATURA OSSOS DO PE - TRAT CIURGICO,30729157,S
2025,FRATURA/LUXACAO OSSOS DO PE - RED INCRUENTA,30729165,S
573,LUXACAO OSSOS DO PE - TRAT CIRURGICO,30729173,S
572,HALLUX VALGUS BILATERAL - TRAT CIRURGICO,30729181,S
571,HALLUX VALGUS UNILATERAL - TRAT CIURGICO,30729181,S
575,OSTEOMIELITE OSSOS DO PE - TRAT CIRURGICO,30729190,S
1692,OSTEOTOMIA/PSEUDARTROSE TARSO/MEIO PE CR,30729190,S
578,PSEUDOARTROSE DE OSSO DO PE - TRAT CIRURGICO,30729203,S
577,OSTEOTOMIA DE OSSO DE PE,30729203,S
579,PE PLANO VALGO - TRAT CIRURGICO,30729220,S
2029,PE TORTO (1 PE) - TRAT CIRURGICO,30729238,S
2104,RETRACAO CICATRICIAL DEDO PE S/ COMPROMETIMENTO TENDINOSO,30729254,S
1693,ROTURA DO TENDAO DE AQUILES TRATAMENTO CIRURGICO,30729270,S
1694,ROTURA TENDAO DE AQUILES TRAT INCRUENTO,30729262,S
565,SINDACTILIA MULTIPLA - TRAT CIRURGICO,30729289,S
564,TRATAMENTO CIRUR SINDACTILIA (UM ESP INT,30729297,N
1541,TRATAMENTO CIRUR GIGANTISMO NIVEL PE,30729300,S
1540,TRATAMENTO CIRUR LINFEDEMA NIVEL PE,30729319,S
1149,TRATAMENTO CIRUR POLIDACTILIA ARTICULAD,30729327,S
563,POLIDACTILIA SIMPLES - TRAT CIRURGICO,30729335,S
1120,APONEVROSE PLANTAR-RESSECCAO,30729343,S
576,RESSECCAO OSSO DO PE,30729343,S
615,ALONGAMENTO MUSCULO,30730015,S
909,BIOPSIA TIMO,30730023,S
616,BIOPSIA MUSCULO,30730023,S
2358,DESBRIDAMENTO,30730031,S
664,1699,30730040,S
3152,LESAO MUSCULAR,30730058,S
2075,RESSECCAO MUSCULAR,30730058,S
665,DRENAGEM CIRURGICA DO PSOAS,30730066,S
1702,FASCIOTOMIA,30730074,S
106,FASCIOTOMIA - CADA EXTREMIDADE,30730082,S
1934,FASCIOTOMIAS (DESCOMPRESSIVAS),30730090,S
373,FASCIOTOMIAS ACIMA DO PUNHO,30730104,S
666,MIORRAFIA,30730112,N
304,MIORRAFIA,30730112,S
667,TRANSPOSICAO MUSCULAR,30730155,S
668,ABERTURA DA BAINHA TENDINOSA,30731011,S
2445,GESSO PELVICO PODALICO,60023236,S
129,COLPOTOMIA,31302076,S
814,EXERESE TUMORES BENIGNOS DA VULVA,31302084,S
133,EXERESE CISTO VAGINAL,31302084,S
389,EXTRACAO DE CORPO ESTRANHO,31302092,S
404,FISTULA GINECOLOGICA - TRATAMENTO CIRURG,31302106,S
403,HIMENOTOMIA,31302114,S
1840,"NEO VAGINA(COLON,DELGADO,TUBO DE PELE)",31302122,S
811,NEOCOLPOPLASTIA,31302122,S
2465,BIOPSIA DO COLO UTERINO,31303021,S
2380,ELETROCOAGULACAO DE COLO DO UTERO,31303196,S
406,CURETAGEM SEMIOTICA COM OU SEM DILATACAO,31303056,S
3193,CURETAGEM UTERINA,31303315,S
407,DILATACAO DE COLO UTERINO,31303064,S
456,EXCISAO POLIPO UTERINO,31303072,S
205,HISTERECTOMIA POS PARTO,31303323,S
208,HISTERECTOMIA PUERPERAL,31303323,S
276,HISTERECTOMIA VAGINAL (C/ COLPOP POSTER),31303080,S
112,HISTERECTOMIA SUBTOTAL OU FUNDICA,31303080,S
3204,HISTERECTOMIA POR VIDEOLAPAROSCOPIA,31303200,S
2410,HISTERECTOMIA TOTAL VAGINAL,31303102,S
2145,HISTERECTOMIA ABDOMINAL,31303102,S
111,HISTERECTOMIA TOTAL,31303102,S
2699,HISTERECTOMIA TOTAL AMPLIADA EM ONCOLOGIA,31303110,S
457,HISTERECTOMIA TOTAL AMPLIADA (WERTHEIM-MEIG),31303110,S
2744,HISTERECTOMIA C/ ANEXECTOMIA (UNI/BILATERAL) EM ONCOLOGIA,31303129,S
2484,HISTERECTOMIA C/ ANEXECTOMIA (UNI / BILATERAL),31303129,S
347,HISTERECTOMIA TOTAL C/ANEXETOMIA,31303129,S
2041,HISTEROSCOPIA CIRURGICA PARA BIOPSIA DIR,31303170,S
154,HISTEROSCOPIA CIRURGICA COM RESSECTOSCOPIO,31303188,S
2485,IMPLANTE DE DISPOSITIVO INTRA-UTERINO (DIU) HORMONAL,31303293,S
374,MIOMECTOMIA,31303145,S
3169,VIDEOLAPAROSCOPIA PARA MIOMECTOMIA,31303250,S
901,"LAPAROSCOPIA CIRURGICA PARA MIOMECTOMIA,",31303250,S
122,CONIZACAO - TRAQUELECTOMIA,31303161,S
3183,LAQUEADURA PUERPERAL,31304010,S
3140,CIRURGIA ESTERILIZADORA FEMININA,31304010,S
3139,CIRURGIA ESTERILIZADORA FEMININA LAPAROSCOPICA,31304052,S
1977,SALPINGOPLASTIA/REIMP TUBARIA UNI/BIL S/,31304036,S
123,RECANALIZACAO TUBARIA (QQ TEC) UNI/BIL,31304036,S
3102,CESARIANA COM LAQUEADURA TUBARIA,31304044,S
124,SALPINGECTOMIA UNI OU BILATERAL,31304044,S
3208,LAQUEADURA TUBARIA POR VIDEOLAPAROSCOPIA,31304087,S
3206,SALPINGECTOMIA POR VIDEOLAPAROSCOPIA,31304087,S
3137,OOFORECTOMIA POR VIDEOLAPAROSCOPIA,31305032,S
388,OOFORECTOMIA UN/BIL OU OOFOROP UNI/BIL,31305016,S
3083,CORRECAO CIRURGICA DE ENTEROCELE,31306020,S
939,CORRECAO DE ROTURA PERINEAL DE III GRAU,31306039,S
402,EPISIOPERINEORRAFIA / EPISIOTOMIA / EPISIORRAFIA,31306047,S
3143,RECONSTRU��O PERINEAL,31306055,S
3203,RESSECCAO DE TUMOR DO SEPTO RETO-VAGINAL,31306063,S
2258,SEIO UROGENITAL-PLASTICA ,31306071,S
1303,BIOPSIA CIRURGICA TENDOES,30731020,S
1304,BURSECTOMIA,30731038,S
705,CISTO SINOVIAL - RESSECCAO,30731046,S
706,ENCURTAMENTO DE TENDAO,30731054,S
1703,SINOVECTOMIA - TRAT CRUENTO,30731062,S
1400,SINOVECTOMIA DO JOELHO,30731062,S
1299,SINOVECTOMIA DO TORNOZELO,30731062,S
174,TENOARTROPLASTIA PARA OSSOS DO CARPO,30731070,S
171,TENODESE,30731089,S
440,TENOLISE NO TUNEL OSTEO FIBROSO,30731097,S
707,TENOLISE OU TENDONESE,30731100,S
1102,TENOLISE EM OUTRAS REGIOES,30731100,S
956,TENOPLASTIA OU ENXERTO DE TENDAO,30731119,S
1093,TENOPLASTIA OU ENXERTO DE TENDAO,30731119,N
957,TENOPLASTIA DE TENDAO EM OUTRAS REGIOES,30731127,S
309,TENORRAFIA MULTIPLA EM OUTRAS REGIOES,30731135,S
307,TENORRAFIA TUNEL OSTEO-FIBROSO (+ 2 DIGI,30731143,S
306,TENORRAFIA TUNEL OSTEO-FIBROSO ATE 2 DIG,30731151,S
1094,TENORRAFIA,30731160,S
308,TENORRAFIA UNICA EM OUTRAS REGIOES,30731160,S
1103,TENOSINOVECTOMIA DE MAO OU PUNHO,30731178,S
305,TENOSINOVITES ESTENOSANTES: TRATAMENTO,30731186,S
1973,TENOSINOVITES INFECCIOSAS - DRENAGEM,30731194,S
170,TENOTOMIA,30731208,S
570,TENOTOMIA,30731208,N
525,TRANSPOSICAO MULTIPLA DE TENDAO,30731216,S
1402,TRANSPOSICAO TENDIONOSA JOELHO,30731224,S
959,TRANSPOSICAO MULTIPLA DE TENDAO,30731224,N
958,TRANSPOSICAO UNICA DE TENDAO,30731224,S
524,TRANSPOSICAO DE UNICA TENDAO,30731224,S
555,TUMOR TENDAO/ SINOVIAL - RESSECCAO,30731232,S
366,RESSECCAO CISTO SINOVIAL,30731232,S
476,TUMOR OSSEO-RESSECCAO COM SUBSTITUICAO,30732085,S
1721,TUMOR OSSEO (RESSECCAO E ARTRODESE),30732093,S
1731,TUMOR OSSEO (RESSECCAO E CIMENTO),30732107,S
2032,TUMOR OSSEO-CURETAGEM OU RESSEC C/ENXERT,30732115,N
598,TUMOR OSSEO VERTEBRAL - RESSECCAO C/ ENXERTIA,30732115,S
